KALCODE,Result
54010201,"[2, 1, 0, 0]"
54010203,"[0, 1, 2]"
54010204,"[0, 2, 1]"
54010206,"[2, 1, 0]"
54010301,[0]
54020000,[0]
55010101,"[2, 1, 0, 0]"
55010102,"[2, 1, 0, 1, 1]"
55010104,"[1, 0, 1, 1, 2, 1]"
55010105,"[1, 0, 2]"
55010201,"[2, 1, 0]"
55010202,"[0, 0, 1, 0, 2, 0]"
55010207,"[0, 1, 2]"
55010301,[0]
55010302,"[0, 1]"
55010304,"[2, 0, 1]"
55010306,"[1, 0]"
55010401,"[0, 1, 0, 2]"
55010404,"[2, 1, 0, 1]"
55010406,"[0, 1]"
56010101,"[0, 1]"
56010104,"[0, 1]"
56010201,"[0, 1]"
56010206,"[0, 1]"
56010209,[0]
57010101,"[2, 1, 0, 1]"
57010201,"[1, 0]"
57010301,[0]
57010402,"[0, 0, 2, 1, 0]"
57010403,"[2, 0, 1, 0]"
57010404,"[0, 1, 2]"
57010405,"[0, 1, 2, 2]"
57010406,"[1, 0, 2, 1, 0]"
57010409,"[0, 1, 2]"
57010501,"[2, 1, 0]"
57010504,"[1, 0, 2]"
57010601,[0]
57010701,"[2, 0, 1]"
57010702,"[2, 2, 2, 0, 2, 1, 2]"
57010703,"[2, 0, 1]"
57010705,"[0, 0, 0, 1, 2]"
57010802,[0]
57030000,[0]
58010101,"[0, 1]"
58010201,"[1, 0, 2]"
58010203,"[1, 0, 2]"
58010302,[0]
58010303,"[1, 0]"
59010101,"[1, 0]"
59010104,"[0, 1]"
59010301,"[1, 0]"
59010302,[0]
59010309,"[0, 1]"
60010101,"[1, 2, 0, 0]"
60010102,"[0, 1]"
60010103,"[0, 2, 1]"
60010105,"[1, 0, 2]"
60010107,"[0, 1]"
60010108,"[1, 0]"
60010109,"[0, 1, 2]"
60010110,"[0, 2, 1, 0]"
60010111,"[1, 2, 2, 0, 2]"
60010112,"[0, 1, 0, 0, 2, 0]"
60030000,[0]
61010000,[0]
61030000,[0]
61040000,[0]
61050000,[0]
61060000,[0]
62010101,"[1, 0, 2]"
62010102,"[1, 0]"
62010103,"[0, 1]"
62010105,"[1, 0, 2]"
62020000,[0]
63010001,"[0, 1]"
63010002,"[0, 1]"
63020002,[0]
64010101,"[0, 1]"
64010201,"[0, 2, 1, 1]"
64010202,"[1, 2, 2, 0]"
64010301,"[1, 0, 2]"
64010302,"[1, 0, 0, 2]"
64020001,[0]
65010002,"[1, 0]"
65010003,"[0, 1]"
65030000,[0]
65040001,[0]
66010001,"[0, 1]"
66010002,"[1, 0]"
67010001,"[0, 1]"
67010002,"[0, 1]"
67020101,"[2, 2, 0, 0, 1]"
67020102,"[0, 1, 2]"
67020103,"[1, 0, 0, 2]"
67020104,"[2, 1, 0, 0]"
67020105,"[0, 2, 1]"
67020109,"[1, 2, 1, 1, 0]"
67020111,"[1, 0]"
67020301,"[1, 0]"
68010001,"[1, 2, 0]"
68010002,"[0, 1]"
68010003,"[1, 2, 0]"
68010004,"[2, 1, 0]"
68010006,"[0, 1]"
69010201,"[2, 1, 0]"
69010203,"[0, 1]"
69010301,"[1, 0]"
69010401,"[2, 0, 1]"
69010402,"[0, 1]"
69010501,"[2, 1, 0, 0]"
69010601,"[0, 2, 1, 2, 2]"
69010602,"[0, 2, 1, 1]"
69010701,"[1, 2, 0]"
69010702,"[0, 1]"
69010704,"[1, 0]"
69010707,"[0, 2, 1]"
69010801,"[1, 0, 2]"
69010802,"[0, 1, 2, 0]"
69010804,"[0, 1, 2]"
69010901,[0]
69010902,[0]
69011001,"[0, 1, 2, 1, 1]"
69011003,"[1, 1, 0, 2]"
69011004,"[1, 2, 0, 1, 1]"
69011005,"[0, 1, 2]"
69011006,"[0, 1, 0, 2, 0, 0]"
69020000,[0]
69030000,[0]
69040001,[0]
69050000,[0]
70010101,"[1, 0]"
70010207,"[0, 1]"
71010102,"[1, 0, 2]"
71010103,"[0, 1]"
71010104,"[2, 1, 0]"
71010105,"[1, 2, 0, 0]"
71010201,"[0, 1]"
71010203,"[0, 1]"
71010301,"[1, 0]"
71010302,"[1, 0, 2, 0]"
71010402,[0]
71010501,"[0, 1, 1, 2, 1]"
71020103,"[0, 1, 2]"
71020106,"[0, 1]"
71020109,"[0, 1, 2, 0]"
71020110,"[1, 0, 1, 1, 2]"
71020112,"[1, 0, 2]"
71020114,"[1, 0, 2, 0]"
71020201,"[0, 0, 0, 0, 0, 1, 2]"
71020202,"[0, 0, 1, 2, 0]"
71020301,"[1, 0, 2]"
71020305,"[0, 2, 2, 1]"
71020306,"[2, 1, 0]"
71020308,"[2, 0, 0, 0, 0, 1]"
71020311,"[1, 0, 2, 0, 0, 2]"
71030001,"[0, 1]"
71030014,"[0, 1]"
71030016,"[0, 1, 0, 2]"
71040101,"[1, 0, 2]"
71040105,"[2, 1, 0]"
71040113,"[0, 1]"
71040206,[0]
71040301,"[1, 0, 0, 2]"
71040305,"[2, 0, 2, 0, 1]"
71040306,"[0, 1, 2]"
71040307,"[1, 2, 0, 0]"
71040401,"[0, 1, 0, 0, 0, 0, 2]"
71050101,"[2, 0, 0, 1]"
71050102,"[1, 0, 2]"
71050104,"[0, 2, 1, 0]"
71050105,"[0, 1, 2]"
71050201,"[1, 2, 0]"
71050301,"[0, 1]"
71060101,[0]
71060201,"[1, 0, 2]"
71060202,"[2, 1, 0]"
71060203,"[0, 1, 2]"
71060204,"[0, 1, 2]"
71060214,"[1, 0, 2, 1, 2]"
71060301,"[2, 1, 0]"
71060302,"[1, 0, 2, 1]"
71070101,"[0, 2, 0, 0, 1, 0]"
71070102,"[0, 2, 1, 0]"
71070103,"[0, 2, 1]"
71070104,"[2, 2, 1, 0, 2]"
71070105,"[1, 0, 2]"
71070110,"[1, 2, 0, 1]"
71070201,"[0, 2, 1, 1, 1]"
71070203,"[0, 1, 2, 0, 0]"
71070301,"[1, 0]"
71070311,"[1, 0]"
71080101,"[1, 2, 0]"
71080102,"[0, 1]"
71080103,"[2, 1, 0]"
71080201,[0]
71080301,"[1, 0, 2]"
71080303,"[0, 1, 1, 2, 1]"
71080401,"[2, 1, 0]"
71080403,"[0, 2, 1]"
71080406,"[2, 0, 2, 1]"
72010101,"[2, 0, 1]"
72010103,"[0, 1]"
72010108,"[1, 0, 2]"
72010201,"[1, 2, 0]"
72010301,[0]
72020101,"[0, 2, 1]"
72020103,"[1, 0]"
72020107,"[0, 1, 2]"
72020202,[0]
72020204,"[1, 0]"
72030001,"[1, 2, 0]"
72030002,"[1, 0]"
72030004,"[1, 0]"
72030007,"[0, 2, 1]"
72040101,"[0, 1]"
72040102,"[0, 1]"
72040109,[0]
72040111,"[1, 0]"
72040112,"[0, 1]"
72040203,[0]
72040301,"[0, 1]"
72040302,"[1, 0]"
73010101,"[0, 1, 0, 2, 0, 0]"
73010102,"[0, 1, 2, 1]"
73010107,"[0, 1, 2]"
73010112,"[0, 1]"
73010201,"[2, 0, 1, 1]"
73010207,"[1, 0]"
73010210,"[0, 1]"
73010301,"[1, 0]"
73010302,"[0, 1]"
73010303,"[1, 0, 2]"
73010401,"[0, 1]"
73010404,"[0, 1, 2, 0]"
73010411,"[2, 0, 1]"
73020102,"[1, 0]"
73020103,"[1, 0]"
73020104,"[1, 1, 0, 2]"
73020108,"[2, 0, 1]"
73020109,"[0, 1]"
73020114,"[2, 1, 0]"
73020202,"[1, 2, 0, 0]"
73020204,"[0, 2, 0, 1]"
73020205,"[0, 1, 0, 2, 1]"
73020206,"[2, 0, 1, 2, 0]"
73030101,"[1, 0]"
73030102,"[0, 1]"
73030201,[0]
73030208,[0]
73040000,"[0, 2, 0, 1]"
73050101,"[2, 1, 0]"
73050102,"[2, 0, 1]"
73050108,"[0, 2, 0, 1]"
73050301,"[2, 1, 0]"
73050304,[0]
73050311,"[2, 1, 0]"
74010101,"[1, 2, 0, 2, 0, 0, 0]"
74010201,"[1, 0]"
74010202,"[1, 0, 0, 2]"
74010301,"[1, 0, 2]"
74010302,"[1, 0, 2, 2]"
74010401,"[1, 2, 0]"
74010402,"[1, 1, 0, 2, 1, 0]"
74010403,"[2, 2, 0, 1]"
74010404,"[1, 0]"
74010601,"[1, 0, 2, 2]"
74010602,"[0, 1, 2]"
74010603,"[0, 2, 1, 0]"
74010701,"[0, 1, 1, 2]"
74020101,"[0, 1]"
74020201,"[2, 1, 2, 1, 0]"
74020202,"[0, 1, 0, 2]"
74020205,"[1, 2, 1, 0]"
74020207,"[2, 0, 1]"
74020401,"[2, 2, 0, 1]"
74020601,"[1, 0]"
74040101,[0]
74040201,[0]
74050101,"[1, 0]"
74050102,"[0, 2, 1]"
74050107,"[0, 1]"
74050302,[0]
74050303,[0]
74060101,"[0, 1, 2]"
74060105,"[0, 2, 1]"
74060107,"[0, 1]"
74060112,"[2, 1, 1, 0]"
74060201,[0]
74060207,"[1, 0]"
74060301,"[2, 1, 0]"
74060310,"[0, 1]"
74060311,"[0, 2, 1]"
74060401,"[0, 2, 1]"
74060410,"[1, 0]"
74070001,"[0, 1]"
74070005,"[0, 2, 1]"
